,Unnamed: 0,POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year,TeamName,unique,imaged_url
1367,1367,68,Irfan Pathan,10,6,4,55,23,27.5,54,101.85,0,0,5,0,2014,SRH,irfanpathan,https://scores.iplt20.com/ipl/playerimages/Irfan%20Pathan.png
1368,1368,69,Ryan ten Doeschate,10,7,3,52,25,13.0,33,157.57,0,0,3,4,2014,KKR,ryantendoeschate,https://scores.iplt20.com/ipl/playerimages/Ryan%20ten%20Doeschate.png
1369,1369,70,Albie Morkel,7,5,2,45,16,15.0,41,109.75,0,0,1,3,2014,RCB,albiemorkel,https://scores.iplt20.com/ipl/playerimages/Albie%20Morkel.png
1370,1370,71,Ravichandran Ashwin,16,6,3,45,14,15.0,45,100.0,0,0,4,0,2014,CSK,ravichandranashwin,https://scores.iplt20.com/ipl/playerimages/Ravichandran%20Ashwin.png
1371,1371,72,Abhishek Nayar,5,4,1,43,23,14.33,47,91.48,0,0,5,1,2014,RR,abhisheknayar,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Nayar.png
1372,1372,73,Jimmy Neesham,4,3,0,42,22,14.0,46,91.3,0,0,3,1,2014,DC,jimmyneesham,https://scores.iplt20.com/ipl/playerimages/Jimmy%20Neesham.png
1373,1373,74,Karn Sharma,14,8,4,42,17,10.5,29,144.82,0,0,1,3,2014,SRH,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
1374,1374,75,Ben Dunk,3,3,0,40,20,13.33,35,114.28,0,0,7,0,2014,MI,bendunk,https://scores.iplt20.com/ipl/playerimages/Ben%20Dunk.png
1375,1375,76,Rilee Rossouw,3,3,0,39,24,13.0,41,95.12,0,0,2,2,2014,RCB,rileerossouw,https://scores.iplt20.com/ipl/playerimages/Rilee%20Rossouw.png
1376,1376,77,Kevon Cooper,5,5,2,39,32,13.0,26,150.0,0,0,2,3,2014,RR,kevoncooper,https://scores.iplt20.com/ipl/playerimages/Kevon%20Cooper.png
1377,1377,78,Dhawal Kulkarni,8,2,2,35,28,0.0,25,140.0,0,0,1,2,2014,RR,dhawalkulkarni,https://scores.iplt20.com/ipl/playerimages/Dhawal%20Kulkarni.png
1378,1378,79,Varun Aaron,10,3,3,35,17,0.0,34,102.94,0,0,2,1,2014,RCB,varunaaron,https://scores.iplt20.com/ipl/playerimages/Varun%20Aaron.png
1379,1379,80,Mithun Manhas,12,5,3,35,13,17.5,23,152.17,0,0,3,1,2014,CSK,mithunmanhas,https://scores.iplt20.com/ipl/playerimages/Mithun%20Manhas.png
1380,1380,81,Ankit Sharma,3,2,0,34,30,17.0,30,113.33,0,0,4,1,2014,RR,ankitsharma,https://scores.iplt20.com/ipl/playerimages/Ankit%20Sharma.png
1381,1381,82,Laxmi Ratan Shukla,5,3,0,31,21,10.33,38,81.57,0,0,2,1,2014,DC,laxmiratanshukla,https://scores.iplt20.com/ipl/playerimages/Laxmi%20Ratan%20Shukla.png
1382,1382,83,Piyush Chawla,11,5,2,31,17,10.33,19,163.15,0,0,4,1,2014,KKR,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
1383,1383,84,Vijay Zol,3,2,0,29,16,14.5,26,111.53,0,0,3,1,2014,RCB,vijayzol,https://scores.iplt20.com/ipl/playerimages/Vijay%20Zol.png
1384,1384,85,Harbhajan Singh,14,7,2,28,10,5.6,25,112.0,0,0,2,2,2014,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
1385,1385,86,Mandeep Singh,3,3,0,24,21,8.0,26,92.3,0,0,2,0,2014,PBKS,mandeepsingh,https://scores.iplt20.com/ipl/playerimages/Mandeep%20Singh.png
1386,1386,87,Dale Steyn,14,4,1,22,12,7.33,26,84.61,0,0,1,0,2014,SRH,dalesteyn,https://scores.iplt20.com/ipl/playerimages/Dale%20Steyn.png
1387,1387,88,Rahul Shukla,3,3,2,18,14,18.0,21,85.71,0,0,2,0,2014,DC,rahulshukla,https://scores.iplt20.com/ipl/playerimages/Rahul%20Shukla.png
1388,1388,89,Jason Holder,1,1,0,16,16,16.0,12,133.33,0,0,2,1,2014,SRH,jasonholder,https://scores.iplt20.com/ipl/playerimages/Jason%20Holder.png
1389,1389,90,Nic Maddinson,2,2,0,16,12,8.0,14,114.28,0,0,3,0,2014,RCB,nicmaddinson,https://scores.iplt20.com/ipl/playerimages/Nic%20Maddinson.png
1390,1390,91,Rahul Tewatia,3,1,0,16,16,16.0,13,123.07,0,0,0,1,2014,RR,rahultewatia,https://scores.iplt20.com/ipl/playerimages/Rahul%20Tewatia.png
1391,1391,92,Ravi Rampaul,2,1,0,13,13,13.0,13,100.0,0,0,0,1,2014,RCB,ravirampaul,https://scores.iplt20.com/ipl/playerimages/Ravi%20Rampaul.png
1392,1392,93,Harshal Patel,3,3,1,13,6,6.5,7,185.71,0,0,1,1,2014,RCB,harshalpatel,https://scores.iplt20.com/ipl/playerimages/Harshal%20Patel.png
1393,1393,94,Shreyas Gopal,4,1,0,11,11,11.0,10,110.0,0,0,1,0,2014,MI,shreyasgopal,https://scores.iplt20.com/ipl/playerimages/Shreyas%20Gopal.png
1394,1394,95,Sunil Narine,16,5,3,10,6,5.0,14,71.42,0,0,0,0,2014,KKR,sunilnarine,https://scores.iplt20.com/ipl/playerimages/Sunil%20Narine.png
1395,1395,96,Moises Henriques,4,2,0,9,9,4.5,14,64.28,0,0,1,0,2014,SRH,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
1396,1396,97,Ben Cutting,1,1,0,8,8,8.0,6,133.33,0,0,0,1,2014,RR,bencutting,https://scores.iplt20.com/ipl/playerimages/Ben%20Cutting.png
1397,1397,98,Dwayne Bravo,1,1,1,8,8,0.0,3,266.66,0,0,0,1,2014,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
1398,1398,99,Imran Tahir,6,2,0,8,4,4.0,10,80.0,0,0,2,0,2014,DC,imrantahir,https://scores.iplt20.com/ipl/playerimages/Imran%20Tahir.png
1399,1399,100,Zaheer Khan,6,4,3,8,7,8.0,7,114.28,0,0,0,1,2014,MI,zaheerkhan,https://scores.iplt20.com/ipl/playerimages/Zaheer%20Khan.png
1400,1400,101,Shahbaz Nadeem,11,3,1,7,3,3.5,19,36.84,0,0,0,0,2014,DC,shahbaznadeem,https://scores.iplt20.com/ipl/playerimages/Shahbaz%20Nadeem.png
1401,1401,102,Shivam Sharma,4,2,1,5,4,5.0,3,166.66,0,0,1,0,2014,PBKS,shivamsharma,https://scores.iplt20.com/ipl/playerimages/Shivam%20Sharma.png
1402,1402,103,Pravin Tambe,13,2,0,5,3,2.5,9,55.55,0,0,0,0,2014,RR,pravintambe,https://scores.iplt20.com/ipl/playerimages/Pravin%20Tambe.png
1403,1403,104,Dishant Yagnik,1,1,1,4,4,0.0,6,66.66,0,0,0,0,2014,RR,dishantyagnik,https://scores.iplt20.com/ipl/playerimages/Dishant%20Yagnik.png
1404,1404,105,Tim Southee,3,1,0,4,4,4.0,4,100.0,0,0,1,0,2014,RR,timsouthee,https://scores.iplt20.com/ipl/playerimages/Tim%20Southee.png
1405,1405,106,Abu Nechim,4,1,1,4,4,0.0,1,400.0,0,0,1,0,2014,RCB,abunechim,https://scores.iplt20.com/ipl/playerimages/Abu%20Nechim.png
1406,1406,107,Ashok Dinda,9,3,2,4,2,4.0,12,33.33,0,0,0,0,2014,RCB,ashokdinda,https://scores.iplt20.com/ipl/playerimages/Ashok%20Dinda.png
1407,1407,108,Vinay Kumar,9,4,2,4,4,2.0,6,66.66,0,0,0,0,2014,KKR,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
1408,1408,109,Amit Mishra,10,2,1,4,4,4.0,7,57.14,0,0,0,0,2014,SRH,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
1409,1409,110,Morne Morkel,12,2,2,4,4,0.0,3,133.33,0,0,0,0,2014,KKR,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
1410,1410,111,Manvinder Bisla,1,1,0,3,3,3.0,9,33.33,0,0,0,0,2014,KKR,manvinderbisla,https://scores.iplt20.com/ipl/playerimages/Manvinder%20Bisla.png
1411,1411,112,Srikkanth Anirudha,1,1,0,3,3,3.0,5,60.0,0,0,0,0,2014,SRH,srikkanthanirudha,https://scores.iplt20.com/ipl/playerimages/Srikkanth%20Anirudha.png
1412,1412,113,Mohammad Shami,12,4,2,3,1,1.5,7,42.85,0,0,0,0,2014,DC,mohammadshami,https://scores.iplt20.com/ipl/playerimages/Mohammad%20Shami.png
1413,1413,114,Unmukt Chand,1,1,0,2,2,2.0,9,22.22,0,0,0,0,2014,RR,unmuktchand,https://scores.iplt20.com/ipl/playerimages/Unmukt%20Chand.png
1414,1414,115,Andre Russell,2,2,0,2,1,1.0,8,25.0,0,0,0,0,2014,KKR,andrerussell,https://scores.iplt20.com/ipl/playerimages/Andre%20Russell.png
1415,1415,116,Siddarth Kaul,5,1,1,2,2,0.0,2,100.0,0,0,0,0,2014,DC,siddarthkaul,https://scores.iplt20.com/ipl/playerimages/Siddarth%20Kaul.png
1416,1416,117,Wayne Parnell,8,2,1,2,2,2.0,2,100.0,0,0,0,0,2014,DC,wayneparnell,https://scores.iplt20.com/ipl/playerimages/Wayne%20Parnell.png
1417,1417,118,Lasith Malinga,10,1,0,2,2,2.0,4,50.0,0,0,0,0,2014,MI,lasithmalinga,https://scores.iplt20.com/ipl/playerimages/Lasith%20Malinga.png
1418,1418,119,Sandeep Sharma,11,1,1,2,2,0.0,5,40.0,0,0,0,0,2014,PBKS,sandeepsharma,https://scores.iplt20.com/ipl/playerimages/Sandeep%20Sharma.png
1419,1419,120,Umesh Yadav,12,1,0,2,2,2.0,4,50.0,0,0,0,0,2014,KKR,umeshyadav,https://scores.iplt20.com/ipl/playerimages/Umesh%20Yadav.png
1420,1420,121,Marchant de Lange,1,1,0,1,1,1.0,2,50.0,0,0,0,0,2014,MI,marchantdelange,https://scores.iplt20.com/ipl/playerimages/Marchant%20de%20Lange.png
1421,1421,122,Vikramjeet Malik,1,1,1,1,1,0.0,2,50.0,0,0,0,0,2014,RR,vikramjeetmalik,https://scores.iplt20.com/ipl/playerimages/Vikramjeet%20Malik.png
1422,1422,123,Praveen Kumar,3,1,0,1,1,1.0,2,50.0,0,0,0,0,2014,MI,praveenkumar,https://scores.iplt20.com/ipl/playerimages/Praveen%20Kumar.png
1423,1423,124,Karanveer Singh,5,1,1,1,1,0.0,1,100.0,0,0,0,0,2014,PBKS,karanveersingh,https://scores.iplt20.com/ipl/playerimages/Karanveer%20Singh.png
1424,1424,125,Kane Richardson,7,1,0,1,1,1.0,2,50.0,0,0,0,0,2014,RR,kanerichardson,https://scores.iplt20.com/ipl/playerimages/Kane%20Richardson.png
1425,1425,126,Jaydev Unadkat,9,2,1,1,1,1.0,6,16.66,0,0,0,0,2014,DC,jaydevunadkat,https://scores.iplt20.com/ipl/playerimages/Jaydev%20Unadkat.png
1426,1426,127,Lakshmipathy Balaji,9,2,1,1,1,1.0,3,33.33,0,0,0,0,2014,PBKS,lakshmipathybalaji,https://scores.iplt20.com/ipl/playerimages/Lakshmipathy%20Balaji.png
1427,1427,128,Jasprit Bumrah,11,2,2,1,1,0.0,3,33.33,0,0,0,0,2014,MI,jaspritbumrah,https://scores.iplt20.com/ipl/playerimages/Jasprit%20Bumrah.png
1428,1428,129,Bhuvneshwar Kumar,14,2,1,1,1,1.0,4,25.0,0,0,0,0,2014,SRH,bhuvneshwarkumar,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
1429,1429,130,Yuzvendra Chahal,14,2,2,1,1,0.0,1,100.0,0,0,0,0,2014,RCB,yuzvendrachahal,https://scores.iplt20.com/ipl/playerimages/Yuzvendra%20Chahal.png
1430,1430,131,Mohit Sharma,16,1,1,1,1,0.0,3,33.33,0,0,0,0,2014,CSK,mohitsharma,https://scores.iplt20.com/ipl/playerimages/Mohit%20Sharma.png
1431,1431,132,Beuran Hendricks,3,1,0,0,0,0.0,1,0.0,0,0,0,0,2014,PBKS,beuranhendricks,https://scores.iplt20.com/ipl/playerimages/Beuran%20Hendricks.png
1432,1432,1,Michael Hussey,17,17,3,733,95,52.35,566,129.5,0,6,81,17,2013,CSK,michaelhussey,https://scores.iplt20.com/ipl/playerimages/Michael%20Hussey.png
1433,1433,2,Chris Gayle,16,16,4,708,175,59.0,453,156.29,1,4,57,51,2013,RCB,chrisgayle,https://scores.iplt20.com/ipl/playerimages/Chris%20Gayle.png
1434,1434,3,Virat Kohli,16,16,2,634,99,45.28,457,138.73,0,6,64,22,2013,RCB,viratkohli,https://scores.iplt20.com/ipl/playerimages/Virat%20Kohli.png
1435,1435,4,Suresh Raina,18,17,4,548,100,42.15,365,150.13,1,4,50,18,2013,CSK,sureshraina,https://scores.iplt20.com/ipl/playerimages/Suresh%20Raina.png
1436,1436,5,Shane Watson,16,16,2,543,101,38.78,380,142.89,1,2,59,22,2013,RR,shanewatson,https://scores.iplt20.com/ipl/playerimages/Shane%20Watson.png
1437,1437,6,Rohit Sharma,19,19,5,538,79,38.42,409,131.54,0,4,35,28,2013,MI,rohitsharma,https://scores.iplt20.com/ipl/playerimages/Rohit%20Sharma.png
1438,1438,7,Dinesh Karthik,19,19,1,510,86,28.33,411,124.08,0,2,54,14,2013,MI,dineshkarthik,https://scores.iplt20.com/ipl/playerimages/Dinesh%20Karthik.png
1439,1439,8,Ajinkya Rahane,18,18,4,488,68,34.85,458,106.55,0,4,42,11,2013,RR,ajinkyarahane,https://scores.iplt20.com/ipl/playerimages/Ajinkya%20Rahane.png
1440,1440,9,Rahul Dravid,18,17,1,471,65,29.43,425,110.82,0,4,64,5,2013,RR,rahuldravid,https://scores.iplt20.com/ipl/playerimages/Rahul%20Dravid.png
1441,1441,10,MS Dhoni,18,16,5,461,67,41.9,283,162.89,0,4,32,25,2013,CSK,msdhoni,https://scores.iplt20.com/ipl/playerimages/MS%20Dhoni.png
1442,1442,11,Aaron Finch,14,14,0,456,67,32.57,336,135.71,0,4,54,16,2013,PWI,aaronfinch,https://scores.iplt20.com/ipl/playerimages/Aaron%20Finch.png
1443,1443,12,Robin Uthappa,16,16,0,434,75,27.12,371,116.98,0,2,42,12,2013,PWI,robinuthappa,https://scores.iplt20.com/ipl/playerimages/Robin%20Uthappa.png
1444,1444,13,Kieron Pollard,18,18,8,420,66,42.0,281,149.46,0,3,27,29,2013,MI,kieronpollard,https://scores.iplt20.com/ipl/playerimages/Kieron%20Pollard.png
1445,1445,14,David Miller,12,12,5,418,101,59.71,254,164.56,1,3,28,24,2013,PBKS,davidmiller,https://scores.iplt20.com/ipl/playerimages/David%20Miller.png
1446,1446,15,Dwayne Smith,13,13,0,418,68,32.15,341,122.58,0,4,40,19,2013,MI,dwaynesmith,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Smith.png
1447,1447,16,David Warner,16,16,3,410,77,31.53,323,126.93,0,4,41,14,2013,DC,davidwarner,https://scores.iplt20.com/ipl/playerimages/David%20Warner.png
1448,1448,17,Gautam Gambhir,16,16,0,406,60,25.37,343,118.36,0,4,51,5,2013,KKR,gautamgambhir,https://scores.iplt20.com/ipl/playerimages/Gautam%20Gambhir.png
1449,1449,18,AB de Villiers,14,14,4,360,64,36.0,219,164.38,0,2,34,15,2013,RCB,abdevilliers,https://scores.iplt20.com/ipl/playerimages/AB%20de%20Villiers.png
1450,1450,19,Yusuf Pathan,16,16,5,332,72,30.18,240,138.33,0,1,30,14,2013,KKR,yusufpathan,https://scores.iplt20.com/ipl/playerimages/Yusuf%20Pathan.png
1451,1451,20,Mahela Jayawardena,15,15,0,331,66,22.06,313,105.75,0,2,39,6,2013,DC,mahelajayawardena,https://scores.iplt20.com/ipl/playerimages/Mahela%20Jayawardena.png
1452,1452,21,Murali Vijay,15,15,1,312,55,22.28,286,109.09,0,2,27,8,2013,CSK,muralivijay,https://scores.iplt20.com/ipl/playerimages/Murali%20Vijay.png
1453,1453,22,Shikhar Dhawan,10,10,2,311,73,38.87,253,122.92,0,3,37,5,2013,SRH,shikhardhawan,https://scores.iplt20.com/ipl/playerimages/Shikhar%20Dhawan.png
1454,1454,23,Jacques Kallis,16,16,1,311,41,20.73,322,96.58,0,0,35,3,2013,KKR,jacqueskallis,https://scores.iplt20.com/ipl/playerimages/Jacques%20Kallis.png
1455,1455,24,Eoin Morgan,14,13,2,307,51,27.9,240,127.91,0,1,28,13,2013,KKR,eoinmorgan,https://scores.iplt20.com/ipl/playerimages/Eoin%20Morgan.png
1456,1456,25,Shaun Marsh,8,8,0,300,77,37.5,249,120.48,0,3,39,4,2013,PBKS,shaunmarsh,https://scores.iplt20.com/ipl/playerimages/Shaun%20Marsh.png
1457,1457,26,Virender Sehwag,13,13,1,295,95,24.58,233,126.6,0,1,41,6,2013,DC,virendersehwag,https://scores.iplt20.com/ipl/playerimages/Virender%20Sehwag.png
1458,1458,27,Adam Gilchrist,13,13,1,294,85,24.5,229,128.38,0,1,41,6,2013,PBKS,adamgilchrist,https://scores.iplt20.com/ipl/playerimages/Adam%20Gilchrist.png
1459,1459,28,Parthiv Patel,13,13,0,294,61,22.61,255,115.29,0,1,37,4,2013,SRH,parthivpatel,https://scores.iplt20.com/ipl/playerimages/Parthiv%20Patel.png
1460,1460,29,Brad Hodge,17,14,7,293,54,41.85,218,134.4,0,1,27,9,2013,RR,bradhodge,https://scores.iplt20.com/ipl/playerimages/Brad%20Hodge.png
1461,1461,30,Stuart Binny,17,16,7,293,41,32.55,199,147.23,0,0,25,12,2013,RR,stuartbinny,https://scores.iplt20.com/ipl/playerimages/Stuart%20Binny.png
1462,1462,31,Sachin Tendulkar,14,14,1,287,54,22.07,231,124.24,0,1,38,5,2013,MI,sachintendulkar,https://scores.iplt20.com/ipl/playerimages/Sachin%20Tendulkar.png
1463,1463,32,Ambati Rayudu,19,17,3,265,37,18.92,231,114.71,0,0,22,4,2013,MI,ambatirayudu,https://scores.iplt20.com/ipl/playerimages/Ambati%20Rayudu.png
1464,1464,33,Mandeep Singh,16,14,1,260,77,20.0,223,116.59,0,1,36,0,2013,PBKS,mandeepsingh,https://scores.iplt20.com/ipl/playerimages/Mandeep%20Singh.png
1465,1465,34,Manvinder Bisla,14,14,1,255,92,19.61,236,108.05,0,2,36,6,2013,KKR,manvinderbisla,https://scores.iplt20.com/ipl/playerimages/Manvinder%20Bisla.png
1466,1466,35,Hanuma Vihari,17,17,3,241,46,17.21,278,86.69,0,0,17,1,2013,SRH,hanumavihari,https://scores.iplt20.com/ipl/playerimages/Hanuma%20Vihari.png
1467,1467,36,Yuvraj Singh,13,13,1,238,34,19.83,190,125.26,0,0,14,15,2013,PWI,yuvrajsingh,https://scores.iplt20.com/ipl/playerimages/Yuvraj%20Singh.png
1468,1468,37,David Hussey,12,11,1,235,41,23.5,209,112.44,0,0,20,6,2013,PBKS,davidhussey,https://scores.iplt20.com/ipl/playerimages/David%20Hussey.png
1469,1469,38,Thisara Perera,16,14,4,233,40,23.3,163,142.94,0,0,12,14,2013,SRH,thisaraperera,https://scores.iplt20.com/ipl/playerimages/Thisara%20Perera.png
1470,1470,39,Cameron White,13,13,1,209,52,17.41,191,109.42,0,1,18,7,2013,SRH,cameronwhite,https://scores.iplt20.com/ipl/playerimages/Cameron%20White.png
1471,1471,40,Sanju Samson,11,10,2,206,63,25.75,178,115.73,0,1,19,5,2013,RR,sanjusamson,https://scores.iplt20.com/ipl/playerimages/Sanju%20Samson.png
1472,1472,41,Ravindra Jadeja,18,14,6,201,38,25.12,135,148.88,0,0,17,6,2013,CSK,ravindrajadeja,https://scores.iplt20.com/ipl/playerimages/Ravindra%20Jadeja.png
1473,1473,42,Azhar Mahmood,11,10,0,196,80,19.6,154,127.27,0,2,22,5,2013,PBKS,azharmahmood,https://scores.iplt20.com/ipl/playerimages/Azhar%20Mahmood.png
1474,1474,43,Ben Rohrer,8,8,2,193,64,32.16,140,137.85,0,1,21,5,2013,DC,benrohrer,https://scores.iplt20.com/ipl/playerimages/Ben%20Rohrer.png
1475,1475,44,Darren Sammy,10,9,3,174,60,29.0,132,131.81,0,1,11,10,2013,SRH,darrensammy,https://scores.iplt20.com/ipl/playerimages/Darren%20Sammy.png
1476,1476,45,Angelo Mathews,11,10,3,172,40,24.57,139,123.74,0,0,5,10,2013,PWI,angelomathews,https://scores.iplt20.com/ipl/playerimages/Angelo%20Mathews.png
1477,1477,46,Moises Henriques,10,9,5,165,44,41.25,125,132.0,0,0,20,3,2013,RCB,moiseshenriques,https://scores.iplt20.com/ipl/playerimages/Moises%20Henriques.png
1478,1478,47,Manan Vohra,12,10,2,161,43,20.12,117,137.6,0,0,22,2,2013,PBKS,mananvohra,https://scores.iplt20.com/ipl/playerimages/Manan%20Vohra.png
1479,1479,48,Steve Smith,7,7,3,159,41,39.75,132,120.45,0,0,15,4,2013,PWI,stevesmith,https://scores.iplt20.com/ipl/playerimages/Steve%20Smith.png
1480,1480,49,Unmukt Chand,9,9,0,158,41,17.55,158,100.0,0,0,17,4,2013,DC,unmuktchand,https://scores.iplt20.com/ipl/playerimages/Unmukt%20Chand.png
1481,1481,50,Kedar Jadhav,12,10,3,152,31,21.71,124,122.58,0,0,8,5,2013,DC,kedarjadhav,https://scores.iplt20.com/ipl/playerimages/Kedar%20Jadhav.png
1482,1482,51,Manoj Tiwary,10,9,1,146,33,18.25,140,104.28,0,0,12,1,2013,KKR,manojtiwary,https://scores.iplt20.com/ipl/playerimages/Manoj%20Tiwary.png
1483,1483,52,Irfan Pathan,15,13,5,142,24,17.75,152,93.42,0,0,9,3,2013,DC,irfanpathan,https://scores.iplt20.com/ipl/playerimages/Irfan%20Pathan.png
1484,1484,53,Mitchell Marsh,9,8,1,140,38,20.0,106,132.07,0,0,6,10,2013,PWI,mitchellmarsh,https://scores.iplt20.com/ipl/playerimages/Mitchell%20Marsh.png
1485,1485,54,Manish Pandey,7,7,1,136,66,22.66,137,99.27,0,1,11,3,2013,PWI,manishpandey,https://scores.iplt20.com/ipl/playerimages/Manish%20Pandey.png
1486,1486,55,Manpreet Juneja,7,7,0,125,49,17.85,128,97.65,0,0,11,1,2013,DC,manpreetjuneja,https://scores.iplt20.com/ipl/playerimages/Manpreet%20Juneja.png
1487,1487,56,Ashish Reddy,12,10,4,125,36,20.83,89,140.44,0,0,8,5,2013,SRH,ashishreddy,https://scores.iplt20.com/ipl/playerimages/Ashish%20Reddy.png
1488,1488,57,Dishant Yagnik,12,9,1,125,34,15.62,96,130.2,0,0,17,2,2013,RR,dishantyagnik,https://scores.iplt20.com/ipl/playerimages/Dishant%20Yagnik.png
1489,1489,58,Subramaniam Badrinath,18,8,1,124,34,17.71,121,102.47,0,0,11,0,2013,CSK,subramaniambadrinath,https://scores.iplt20.com/ipl/playerimages/Subramaniam%20Badrinath.png
1490,1490,59,Aditya Tare,5,5,0,123,59,24.6,84,146.42,0,1,14,5,2013,MI,adityatare,https://scores.iplt20.com/ipl/playerimages/Aditya%20Tare.png
1491,1491,60,Biplap Samantray,8,7,2,123,55,24.6,111,110.81,0,1,13,2,2013,SRH,biplapsamantray,https://scores.iplt20.com/ipl/playerimages/Biplap%20Samantray.png
1492,1492,61,Dwayne Bravo,18,12,4,121,23,15.12,106,114.15,0,0,11,3,2013,CSK,dwaynebravo,https://scores.iplt20.com/ipl/playerimages/Dwayne%20Bravo.png
1493,1493,62,Kumar Sangakkara,9,9,0,120,28,13.33,136,88.23,0,0,13,0,2013,SRH,kumarsangakkara,https://scores.iplt20.com/ipl/playerimages/Kumar%20Sangakkara.png
1494,1494,63,Harbhajan Singh,19,14,8,116,25,19.33,79,146.83,0,0,12,5,2013,MI,harbhajansingh,https://scores.iplt20.com/ipl/playerimages/Harbhajan%20Singh.png
1495,1495,64,Rajagopal Sathish,9,8,3,109,27,21.8,77,141.55,0,0,9,5,2013,PBKS,rajagopalsathish,https://scores.iplt20.com/ipl/playerimages/Rajagopal%20Sathish.png
1496,1496,65,Saurabh Tiwary,9,6,2,109,52,27.25,106,102.83,0,1,4,4,2013,RCB,saurabhtiwary,https://scores.iplt20.com/ipl/playerimages/Saurabh%20Tiwary.png
1497,1497,66,Gurkeerat Mann Singh,11,9,1,108,31,13.5,95,113.68,0,0,10,3,2013,PBKS,gurkeeratmannsingh,https://scores.iplt20.com/ipl/playerimages/Gurkeerat%20Mann%20Singh.png
1498,1498,67,Luke Wright,6,6,1,106,44,21.2,60,176.66,0,0,16,3,2013,PWI,lukewright,https://scores.iplt20.com/ipl/playerimages/Luke%20Wright.png
1499,1499,68,Rajat Bhatia,15,10,4,99,26,16.5,80,123.75,0,0,8,3,2013,KKR,rajatbhatia,https://scores.iplt20.com/ipl/playerimages/Rajat%20Bhatia.png
1500,1500,69,Cheteshwar Pujara,4,4,0,92,51,23.0,99,92.92,0,1,14,0,2013,RCB,cheteshwarpujara,https://scores.iplt20.com/ipl/playerimages/Cheteshwar%20Pujara.png
1501,1501,70,Akshath Reddy,7,7,0,91,27,13.0,101,90.09,0,0,9,0,2013,SRH,akshathreddy,https://scores.iplt20.com/ipl/playerimages/Akshath%20Reddy.png
1502,1502,71,Amit Mishra,17,8,2,89,30,14.83,96,92.7,0,0,9,0,2013,SRH,amitmishra,https://scores.iplt20.com/ipl/playerimages/Amit%20Mishra.png
1503,1503,72,Ryan ten Doeschate,4,4,1,85,42,28.33,63,134.92,0,0,9,2,2013,KKR,ryantendoeschate,https://scores.iplt20.com/ipl/playerimages/Ryan%20ten%20Doeschate.png
1504,1504,73,Karn Sharma,13,7,3,85,39,21.25,86,98.83,0,0,6,2,2013,SRH,karnsharma,https://scores.iplt20.com/ipl/playerimages/Karn%20Sharma.png
1505,1505,74,Tillakaratne Dilshan,5,5,0,76,33,15.2,93,81.72,0,0,12,0,2013,RCB,tillakaratnedilshan,https://scores.iplt20.com/ipl/playerimages/Tillakaratne%20Dilshan.png
1506,1506,75,Debabrata Das,10,6,1,75,23,15.0,74,101.35,0,0,5,5,2013,KKR,debabratadas,https://scores.iplt20.com/ipl/playerimages/Debabrata%20Das.png
1507,1507,76,Wriddhiman Saha,3,3,0,70,39,23.33,56,125.0,0,0,6,4,2013,CSK,wriddhimansaha,https://scores.iplt20.com/ipl/playerimages/Wriddhiman%20Saha.png
1508,1508,77,Vinay Kumar,16,5,4,70,26,70.0,44,159.09,0,0,6,3,2013,RCB,vinaykumar,https://scores.iplt20.com/ipl/playerimages/Vinay%20Kumar.png
1509,1509,78,Mayank Agarwal,5,5,0,67,29,13.4,62,108.06,0,0,6,3,2013,RCB,mayankagarwal,https://scores.iplt20.com/ipl/playerimages/Mayank%20Agarwal.png
1510,1510,79,Abhishek Nayar,11,9,3,66,25,11.0,73,90.41,0,0,5,0,2013,PWI,abhisheknayar,https://scores.iplt20.com/ipl/playerimages/Abhishek%20Nayar.png
1511,1511,80,Piyush Chawla,16,11,5,64,23,10.66,57,112.28,0,0,5,3,2013,PBKS,piyushchawla,https://scores.iplt20.com/ipl/playerimages/Piyush%20Chawla.png
1512,1512,81,Ross Taylor,5,5,0,63,19,12.6,76,82.89,0,0,2,1,2013,PWI,rosstaylor,https://scores.iplt20.com/ipl/playerimages/Ross%20Taylor.png
1513,1513,82,Luke Pomersbach,3,3,1,58,33,29.0,59,98.3,0,0,5,1,2013,PBKS,lukepomersbach,https://scores.iplt20.com/ipl/playerimages/Luke%20Pomersbach.png
1514,1514,83,Morne Morkel,10,6,1,57,23,11.4,29,196.55,0,0,6,3,2013,DC,mornemorkel,https://scores.iplt20.com/ipl/playerimages/Morne%20Morkel.png
